País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
República Tcheca,19.0,189.0,995.0,2631.0,4472.0,5831.0,6606.0,7352.0,7755.0,8095.0,8455.0,8890.0,9230.0,9567.0,9991.0,10448.0,11298.0,12440.0,13115.0,13855.0,15212.0,16699.0,18235.0,19891.0,21790.0,24094.0,27752.0,35401.0,48306.0,63294.0,80605.0,114005.0,168827.0,250797.0,335102.0,411220.0,458229.0,490750.0,518649.0,544179.0,575422.0,618836.0,667569.0,735469.0,822716.0,883906.0,933361.0,980714.0,1030112.0,1082849.0,1146321.0,1153159.0,,,,,
Dinamarca,11.0,444.0,1116.0,1862.0,3290.0,5597.0,6876.0,8108.0,9206.0,10136.0,10865.0,11315.0,11680.0,11971.0,12216.0,12494.0,12815.0,12994.0,13101.0,13293.0,13554.0,13868.0,14440.0,15423.0,16336.0,16962.0,17620.0,19036.0,21013.0,24822.0,28479.0,31201.0,34087.0,37507.0,43685.0,51042.0,58466.0,66324.0,74722.0,84056.0,97895.0,120330.0,144053.0,161862.0,175663.0,185835.0,192187.0,197224.0,200466.0,203574.0,206285.0,208265.0,,,,,
Diamond Princess,175.0,634.0,705.0,706.0,706.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,,
Djibouti,3.0,30.0,90.0,363.0,945.0,1072.0,1120.0,1256.0,1618.0,2468.0,3779.0,4331.0,4539.0,4617.0,4682.0,4878.0,4979.0,5027.0,5068.0,5248.0,5348.0,5374.0,5383.0,5387.0,5388.0,5396.0,5407.0,5416.0,5423.0,5428.0,5499.0,5544.0,5575.0,5633.0,5656.0,5669.0,5680.0,5714.0,5749.0,5786.0,5813.0,5854.0,5879.0,5910.0,5923.0,5935.0,5959.0,5981.0,6024.0,,,,,,,,
Domínica,11.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,22.0,24.0,24.0,24.0,31.0,32.0,33.0,38.0,50.0,63.0,68.0,72.0,85.0,85.0,87.0,88.0,88.0,88.0,106.0,110.0,113.0,117.0,121.0,121.0,134.0,134.0,,,,,,,,
República Dominicana,2.0,11.0,112.0,719.0,1488.0,2759.0,4335.0,5926.0,7578.0,9882.0,12110.0,14422.0,16908.0,19195.0,22572.0,25778.0,30619.0,36184.0,43114.0,51519.0,60896.0,71415.0,78778.0,85545.0,90561.0,93732.0,98776.0,103092.0,107700.0,110957.0,113926.0,118014.0,120925.0,124018.0,127018.0,129645.0,133225.0,137770.0,142653.0,147655.0,153585.0,159064.0,165940.0,172965.0,180644.0,191339.0,202507.0,212553.0,222148.0,228895.0,234502.0,235462.0,,,,,
Equador,13.0,28.0,506.0,1823.0,3465.0,7257.0,9022.0,22719.0,27464.0,31881.0,32763.0,36258.0,38571.0,42728.0,46356.0,49731.0,54574.0,61535.0,67209.0,73382.0,80036.0,86232.0,93572.0,100688.0,107089.0,112906.0,118045.0,118045.0,125620.0,133981.0,140351.0,146828.0,152422.0,159614.0,168192.0,173486.0,179627.0,184876.0,190909.0,197391.0,201524.0,205920.0,209274.0,214513.0,220349.0,230808.0,238232.0,249779.0,257115.0,265527.0,273097.0,274673.0,,,,,
Egito,1.0,1.0,3.0,67.0,256.0,495.0,865.0,1699.0,2673.0,3891.0,5537.0,7981.0,10829.0,15003.0,20793.0,29767.0,39726.0,50437.0,61130.0,71299.0,79254.0,85771.0,90413.0,93757.0,95006.0,96108.0,97025.0,98062.0,99425.0,100557.0,101641.0,102513.0,103317.0,104156.0,105033.0,106060.0,107209.0,108530.0,110095.0,111955.0,114475.0,117156.0,120147.0,123701.0,128993.0,138062.0,146809.0,153741.0,159715.0,164282.0,168057.0,171993.0,176333.0,178151.0,,,
El Salvador,9.0,32.0,93.0,159.0,237.0,377.0,633.0,1037.0,1571.0,2109.0,2705.0,3274.0,4066.0,5150.0,6736.0,8566.0,10645.0,12975.0,15841.0,18701.0,21644.0,23717.0,25140.0,25904.0,26602.0,27163.0,27954.0,29077.0,29737.0,30766.0,32120.0,32925.0,34015.0,35145.0,36965.0,37884.0,39130.0,40741.0,42397.0,43772.0,45960.0,47355.0,49539.0,51437.0,53989.0,55623.0,56653.0,58023.0,58546.0,,,,,,,,
Guiné Equatorial,6.0,12.0,16.0,18.0,79.0,258.0,315.0,439.0,594.0,960.0,1306.0,1306.0,1306.0,1664.0,2001.0,3071.0,3071.0,3071.0,3071.0,4821.0,4821.0,4821.0,4926.0,4941.0,4972.0,4996.0,5002.0,5028.0,5045.0,5063.0,5070.0,5079.0,5088.0,5092.0,5104.0,5130.0,5153.0,5159.0,5185.0,5214.0,5236.0,5277.0,5289.0,5356.0,5401.0,5516.0,5578.0,5694.0,5798.0,5798.0,,,,,,,
Eritreia,6.0,22.0,34.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.0,142.0,167.0,215.0,232.0,251.0,261.0,279.0,285.0,285.0,306.0,317.0,330.0,361.0,364.0,369.0,381.0,405.0,422.0,461.0,463.0,484.0,493.0,527.0,566.0,632.0,656.0,741.0,992.0,1320.0,1556.0,1877.0,1940.0,2135.0,2326.0,2429.0,2685.0,2685.0,,,,,,,,
Estónia,2.0,16.0,258.0,404.0,779.0,1185.0,1400.0,1559.0,1666.0,1713.0,1751.0,1794.0,1840.0,1880.0,1958.0,1977.0,1983.0,1989.0,2003.0,2016.0,2025.0,2042.0,2113.0,2174.0,2207.0,2311.0,2415.0,2585.0,2756.0,3033.0,3371.0,3715.0,3947.0,4171.0,4590.0,5333.0,6508.0,8304.0,10541.0,13019.0,16054.0,19271.0,23309.0,27256.0,30667.0,34991.0,38544.0,41966.0,45663.0,49605.0,54300.0,57616.0,,,,,
Essuatíni,1.0,9.0,9.0,12.0,16.0,36.0,106.0,159.0,190.0,225.0,279.0,305.0,472.0,623.0,728.0,909.0,1257.0,1619.0,2073.0,2648.0,3036.0,3670.0,4128.0,4461.0,4780.0,5025.0,5215.0,5399.0,5521.0,5644.0,5746.0,5831.0,5909.0,5976.0,6076.0,6185.0,6362.0,6480.0,6685.0,7202.0,8170.0,9482.0,10975.0,12532.0,14219.0,15471.0,16137.0,16455.0,16742.0,16789.0,,,,,,,
Etiópia,6.0,12.0,29.0,56.0,92.0,116.0,131.0,191.0,272.0,399.0,831.0,1636.0,2670.0,3954.0,5175.0,5846.0,6973.0,8475.0,11933.0,16615.0,20900.0,26204.0,35836.0,46407.0,55213.0,62578.0,66913.0,71687.0,76098.0,81797.0,87169.0,91693.0,95301.0,98391.0,101248.0,104427.0,107669.0,111579.0,115360.0,118481.0,121399.0,124264.0,127227.0,129922.0,132326.0,135594.0,140157.0,144862.0,150179.0,152806.0,,,,,,,
Fiji,5.0,5.0,15.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,21.0,26.0,27.0,27.0,27.0,27.0,28.0,28.0,29.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,34.0,35.0,35.0,38.0,42.0,44.0,46.0,46.0,49.0,53.0,53.0,55.0,55.0,56.0,56.0,56.0,56.0,,,,,,,,
Finlândia,1.0,1.0,1.0,1.0,6.0,40.0,321.0,792.0,1418.0,2308.0,3161.0,4014.0,4740.0,5412.0,6003.0,6399.0,6628.0,6887.0,7025.0,7112.0,7155.0,7214.0,7262.0,7301.0,7351.0,7404.0,7483.0,7623.0,7776.0,7981.0,8142.0,8337.0,8725.0,9195.0,9892.0,10929.0,12499.0,13849.0,15163.0,16637.0,18107.0,19647.0,22289.0,25462.0,28242.0,31459.0,33717.0,35420.0,37218.0,39011.0,40722.0,43120.0,45784.0,48407.0,51047.0,53742.0,
França,5.0,6.0,11.0,12.0,38.0,426.0,2293.0,10970.0,29252.0,59228.0,64452.0,145166.0,158868.0,169098.0,177096.0,180635.0,183397.0,188355.0,191869.0,195179.0,198741.0,201853.0,205773.0,209419.0,213182.0,218841.0,225931.0,234945.0,248858.0,269335.0,299580.0,340499.0,394328.0,456171.0,538264.0,618944.0,713676.0,852975.0,1043448.0,1329820.0,1650965.0,1950205.0,2138704.0,2237506.0,2312253.0,2393590.0,2483524.0,2584333.0,2677666.0,2784883.0,2909723.0,3046371.0,3189405.0,3310071.0,3465964.0,3596156.0,3597540.0
Gabão,3.0,7.0,21.0,44.0,108.0,172.0,276.0,620.0,1209.0,1728.0,2613.0,3101.0,3463.0,4428.0,5209.0,5620.0,5942.0,6315.0,6984.0,7352.0,7923.0,8225.0,8388.0,8505.0,8601.0,8643.0,8696.0,8728.0,8797.0,8835.0,8881.0,8919.0,8968.0,9022.0,9062.0,9131.0,9191.0,9254.0,9330.0,9400.0,9497.0,9571.0,9694.0,9899.0,10278.0,10748.0,11457.0,12577.0,13553.0,13553.0,,,,,,,
Gâmbia,2.0,4.0,4.0,9.0,10.0,10.0,17.0,22.0,24.0,25.0,25.0,28.0,30.0,41.0,47.0,61.0,64.0,112.0,326.0,498.0,1235.0,1872.0,2685.0,2963.0,3197.0,3405.0,3526.0,3569.0,3594.0,3636.0,3649.0,3665.0,3672.0,3696.0,3705.0,3726.0,3742.0,3770.0,3782.0,3786.0,3793.0,3800.0,3857.0,3933.0,4008.0,4139.0,4302.0,4414.0,4554.0,,,,,,,,
Geórgia,3.0,15.0,34.0,70.0,110.0,196.0,300.0,408.0,511.0,604.0,642.0,707.0,732.0,796.0,818.0,879.0,911.0,928.0,958.0,999.0,1049.0,1145.0,1182.0,1264.0,1351.0,1429.0,1510.0,1729.0,2562.0,3913.0,5866.0,9245.0,12841.0,19857.0,32127.0,44522.0,63650.0,85952.0,111818.0,139343.0,169649.0,194900.0,212526.0,224155.0,232079.0,241637.0,249465.0,254822.0,259209.0,263057.0,266462.0,268355.0,,,,,
Alemanha,10.0,14.0,16.0,16.0,130.0,1040.0,5795.0,24873.0,62095.0,100123.0,127854.0,145184.0,157770.0,165664.0,171879.0,176369.0,180328.0,183410.0,185750.0,187518.0,191272.0,194693.0,197523.0,199919.0,202735.0,206667.0,211220.0,217288.0,225007.0,234494.0,243305.0,251728.0,261737.0,273965.0,286339.0,301573.0,326309.0,368671.0,437698.0,544346.0,682624.0,802946.0,932367.0,1055691.0,1194550.0,1350810.0,1514962.0,1658639.0,1783896.0,1929410.0,2050129.0,2147769.0,2225659.0,2291673.0,2341744.0,2394515.0,
Gana,16.0,137.0,205.0,378.0,641.0,1279.0,2074.0,4012.0,5638.0,6486.0,7616.0,9168.0,10856.0,13203.0,15834.0,19388.0,23834.0,26572.0,31057.0,35501.0,40097.0,41847.0,43325.0,43949.0,44777.0,45388.0,45760.0,46222.0,46694.0,46987.0,47173.0,47601.0,48055.0,48788.0,50018.0,50631.0,51225.0,52096.0,52738.0,53653.0,54043.0,54930.0,55461.0,56981.0,59480.0,63883.0,70046.0,74347.0,79165.0,80253.0,,,,,,,
Grécia,7.0,89.0,387.0,743.0,1314.0,1832.0,2170.0,2401.0,2566.0,2642.0,2744.0,2840.0,2892.0,2937.0,3058.0,3148.0,3302.0,3409.0,3589.0,3883.0,4048.0,4279.0,4855.0,5942.0,7472.0,8987.0,10524.0,11832.0,13730.0,15928.0,18123.0,20541.0,23060.0,26469.0,32752.0,44246.0,60570.0,78825.0,95137.0,107470.0,118045.0,126372.0,132430.0,136976.0,141453.0,146020.0,149462.0,153226.0,158716.0,166067.0,173905.0,179802.0,,,,,
Granada,7.0,12.0,14.0,14.0,18.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,27.0,28.0,28.0,30.0,32.0,41.0,41.0,41.0,43.0,94.0,112.0,127.0,127.0,139.0,147.0,148.0,148.0,148.0,148.0,148.0,,,,,,,,
Guatemala,12.0,28.0,50.0,126.0,214.0,430.0,644.0,900.0,1643.0,2743.0,4607.0,6485.0,8982.0,12509.0,15828.0,21293.0,27619.0,33809.0,43283.0,49789.0,55270.0,61428.0,66941.0,72921.0,77040.0,81009.0,84344.0,88878.0,93090.0,96935.0,100431.0,103902.0,107339.0,110502.0,114123.0,117757.0,121132.0,124805.0,128541.0,132062.0,135080.0,138236.0,142064.0,147560.0,152956.0,158336.0,162295.0,166283.0,170275.0,171170.0,,,,,,,
Guiné,1.0,4.0,52.0,194.0,438.0,862.0,1495.0,1927.0,2473.0,3067.0,3553.0,3991.0,4372.0,4841.0,5174.0,5450.0,5881.0,6359.0,6806.0,7242.0,7664.0,8198.0,8876.0,9213.0,9579.0,9946.0,10154.0,10434.0,10652.0,10901.0,11255.0,11635.0,12020.0,12363.0,12537.0,12713.0,12949.0,13167.0,13368.0,13485.0,13630.0,13722.0,13904.0,14051.0,14236.0,14435.0,14629.0,14860.0,15154.0,15395.0,,,,,,,
Guiné-Bissau,8.0,33.0,38.0,50.0,73.0,413.0,820.0,1038.0,1178.0,1339.0,1389.0,1492.0,1556.0,1654.0,1790.0,1842.0,1954.0,1954.0,1981.0,2088.0,2117.0,2149.0,2205.0,2245.0,2275.0,2324.0,2324.0,2385.0,2389.0,2403.0,2403.0,2413.0,2419.0,2419.0,2422.0,2441.0,2444.0,2447.0,2447.0,2452.0,2455.0,2478.0,2510.0,2532.0,2634.0,2810.0,2950.0,3115.0,,,,,,,,,
Guiana,7.0,20.0,19.0,37.0,55.0,67.0,78.0,93.0,113.0,125.0,139.0,153.0,156.0,171.0,209.0,248.0,284.0,313.0,350.0,398.0,509.0,623.0,776.0,1093.0,1382.0,1703.0,1958.0,2535.0,2894.0,3292.0,3589.0,3850.0,4074.0,4324.0,4618.0,4914.0,5236.0,5449.0,5732.0,6016.0,6258.0,6319.0,6407.0,6696.0,7015.0,7380.0,7714.0,8092.0,8313.0,8420.0,,,,,,,
Haiti,8.0,16.0,27.0,41.0,58.0,76.0,101.0,219.0,596.0,1174.0,2507.0,3662.0,4547.0,5324.0,5975.0,6432.0,6831.0,7146.0,7371.0,7532.0,7743.0,7949.0,8122.0,8258.0,8376.0,8530.0,8646.0,8766.0,8838.0,8908.0,8979.0,9046.0,9100.0,9152.0,9191.0,9248.0,9303.0,9434.0,9597.0,9846.0,9999.0,10127.0,10415.0,10963.0,11286.0,11692.0,11991.0,12206.0,12274.0,,,,,,,,
Santa Sé,1.0,1.0,4.0,7.0,8.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,
Honduras,8.0,30.0,141.0,305.0,407.0,494.0,702.0,1270.0,2100.0,2955.0,4401.0,5527.0,6935.0,9656.0,13943.0,19558.0,25428.0,29106.0,35345.0,40460.0,44299.0,48403.0,51670.0,55877.0,61769.0,65218.0,68620.0,72306.0,76098.0,80662.0,84852.0,90232.0,94623.0,98688.0,100804.0,103488.0,105211.0,108253.0,111707.0,114943.0,117588.0,120912.0,123822.0,129805.0,136068.0,142880.0,148951.0,156606.0,161727.0,165095.0,,,,,,,
Hungria,9.0,50.0,187.0,492.0,817.0,1512.0,2098.0,2649.0,3065.0,3313.0,3556.0,3771.0,3921.0,4017.0,4077.0,4107.0,4155.0,4205.0,4258.0,4347.0,4456.0,4553.0,4746.0,4970.0,5215.0,6257.0,9304.0,13879.0,19499.0,25567.0,32298.0,39862.0,48757.0,63642.0,86769.0,118918.0,152659.0,181881.0,221073.0,256367.0,285763.0,306368.0,317571.0,329721.0,344352.0,353276.0,360877.0,369288.0,378734.0,389622.0,403023.0,,,,,,
Islândia,34.0,103.0,330.0,802.0,1319.0,1648.0,1739.0,1789.0,1797.0,1801.0,1802.0,1803.0,1805.0,1806.0,1807.0,1814.0,1818.0,1830.0,1833.0,1836.0,1841.0,1872.0,1932.0,1976.0,2040.0,2087.0,2128.0,2157.0,2206.0,2512.0,2769.0,3267.0,3837.0,4268.0,4719.0,5017.0,5160.0,5231.0,5323.0,5448.0,5524.0,5588.0,5683.0,5754.0,5845.0,5948.0,5981.0,6001.0,6016.0,6026.0,6044.0,6045.0,,,,,
Índia,3.0,3.0,3.0,3.0,28.0,62.0,156.0,657.0,1998.0,5916.0,12322.0,21370.0,33062.0,52987.0,78055.0,112028.0,158086.0,216824.0,286605.0,366946.0,473105.0,604641.0,767296.0,968857.0,1238798.0,1581963.0,1964536.0,2396637.0,2836925.0,3310234.0,3853406.0,4465863.0,5118253.0,5732518.0,6312584.0,6835655.0,7307097.0,7706946.0,8040203.0,8364086.0,8683916.0,8958483.0,9266705.0,9534964.0,9767371.0,9956557.0,10123778.0,10266674.0,10395278.0,10512093.0,10610883.0,10701193.0,10790183.0,10871294.0,10950201.0,11005850.0,
Indonésia,6.0,117.0,514.0,1285.0,2273.0,4241.0,6575.0,8882.0,11192.0,14032.0,17514.0,22271.0,26473.0,31186.0,38277.0,45891.0,54010.0,63749.0,75699.0,86521.0,98778.0,111455.0,125396.0,139549.0,153535.0,172053.0,194109.0,218382.0,244676.0,275213.0,303498.0,333449.0,361867.0,389712.0,412784.0,437716.0,467113.0,497668.0,534266.0,575796.0,617820.0,664930.0,713365.0,765350.0,828026.0,907929.0,989262.0,1078314.0,1157837.0,1217468.0,1278653.0,,,,,,
Irã,95.0,2336.0,8042.0,16169.0,24811.0,44605.0,62589.0,74877.0,84802.0,92584.0,99970.0,110767.0,124603.0,139511.0,157562.0,175927.0,192439.0,209970.0,227662.0,245688.0,262173.0,278827.0,296273.0,314786.0,331189.0,347835.0,363363.0,376894.0,391112.0,407353.0,429193.0,453637.0,479825.0,508389.0,539670.0,581824.0,637712.0,703288.0,788473.0,880542.0,975951.0,1062397.0,1123474.0,1170743.0,1212481.0,1255620.0,1299022.0,1342134.0,1385706.0,1431416.0,1481396.0,1534034.0,1574012.0,,,,
Iraque,19.0,60.0,116.0,233.0,547.0,961.0,1352.0,1539.0,1820.0,2296.0,2767.0,3404.0,4469.0,6439.0,12366.0,20209.0,30868.0,45402.0,60479.0,77506.0,92530.0,110032.0,129151.0,150115.0,176931.0,204341.0,231177.0,260370.0,290309.0,319035.0,349450.0,379141.0,402330.0,426634.0,451707.0,475288.0,498549.0,519152.0,535321.0,550435.0,564200.0,574634.0,584145.0,591597.0,597774.0,602938.0,608232.0,613763.0,619636.0,628550.0,643852.0,667937.0,,,,,
Irlanda,18.0,90.0,683.0,2121.0,4273.0,8089.0,13980.0,18184.0,20833.0,22541.0,23956.0,24506.0,24876.0,25163.0,25250.0,25368.0,25414.0,25498.0,25589.0,25730.0,25845.0,26065.0,26470.0,26995.0,27755.0,28578.0,29303.0,30571.0,32271.0,34315.0,37063.0,40703.0,47427.0,55261.0,61059.0,64538.0,67099.0,69802.0,71699.0,73491.0,75507.0,78254.0,84098.0,93532.0,135884.0,166548.0,184279.0,193892.0,201763.0,207720.0,213400.0,215057.0,,,,,
Israel,3.0,21.0,88.0,386.0,2988.0,7132.0,10249.0,12948.0,14895.0,15896.0,16307.0,16511.0,16624.0,16850.0,17539.0,18667.0,20207.0,22648.0,27556.0,35523.0,46478.0,58474.0,70372.0,79963.0,90197.0,99836.0,110885.0,125012.0,146351.0,176523.0,214497.0,255142.0,286095.0,300854.0,308601.0,313441.0,317980.0,322410.0,327355.0,333296.0,341406.0,352397.0,367975.0,389678.0,423262.0,471048.0,529814.0,582869.0,628895.0,675618.0,714812.0,741934.0,750043.0,,,,
Itália,2.0,3.0,3.0,655.0,3858.0,15113.0,41035.0,80589.0,115242.0,143626.0,168941.0,189973.0,205463.0,215858.0,223096.0,228006.0,231732.0,234013.0,236142.0,238159.0,239706.0,240961.0,242363.0,243736.0,245338.0,247158.0,249204.0,252235.0,256118.0,263949.0,272912.0,283180.0,293025.0,304323.0,317409.0,338398.0,381602.0,465726.0,616595.0,824879.0,1066401.0,1308528.0,1509875.0,1664829.0,1787147.0,1906377.0,2009317.0,2107166.0,2220361.0,2336279.0,2428221.0,2515507.0,2597446.0,2683403.0,2765412.0,2809246.0,
Jamaica,12.0,21.0,36.0,63.0,73.0,223.0,364.0,473.0,507.0,520.0,564.0,590.0,605.0,621.0,670.0,702.0,745.0,762.0,810.0,855.0,920.0,1047.0,1146.0,1732.0,2459.0,3323.0,4042.0,5270.0,6408.0,7109.0,7910.0,8374.0,8787.0,9296.0,9573.0,9959.0,10422.0,10810.0,11271.0,11875.0,12354.0,12752.0,13246.0,13760.0,14419.0,15153.0,15973.0,17701.0,19773.0,21382.0,,,,,,,
Japão,7.0,22.0,27.0,79.0,173.0,298.0,585.0,893.0,1217.0,2255.0,4485.0,8277.0,11641.0,13860.0,15354.0,15948.0,16287.0,16502.0,16837.0,17111.0,17484.0,17879.0,18615.0,20055.0,22437.0,26463.0,32116.0,41347.0,50302.0,57636.0,63888.0,69023.0,72724.0,76446.0,79773.0,83022.0,86540.0,90153.0,93895.0,98146.0,103309.0,110487.0,121247.0,135786.0,150976.0,166592.0,184752.0,203732.0,227415.0,253571.0,298321.0,340989.0,372545.0,394269.0,408550.0,418435.0,424988.0
Jordânia,1.0,17.0,127.0,268.0,349.0,391.0,425.0,449.0,465.0,562.0,629.0,711.0,746.0,831.0,979.0,1042.0,1128.0,1167.0,1183.0,1223.0,1176.0,1218.0,1268.0,1398.0,1639.0,2034.0,2478.0,3528.0,5045.0,9226.0,17464.0,26073.0,38937.0,55055.0,81743.0,114986.0,149539.0,188410.0,219430.0,244069.0,262477.0,277448.0,289748.0,299831.0,308670.0,315544.0,321298.0,328062.0,336839.0,349562.0,363728.0,,,,,,
Cazaquistão,44.0,111.0,435.0,781.0,1402.0,2289.0,3402.0,4578.0,5571.0,7234.0,9576.0,12067.0,13872.0,15877.0,19750.0,42574.0,54747.0,66895.0,78486.0,89078.0,105526.0,117104.0,124356.0,127664.0,132354.0,135159.0,137393.0,139289.0,140958.0,142597.0,144328.0,146288.0,148479.0,152725.0,158036.0,164578.0,170808.0,177386.0,183630.0,189551.0,194993.0,201196.0,206840.0,212812.0,221053.0,231716.0,240983.0,248566.0,254712.0,257100.0,,,,,,,
Quénia,7.0,31.0,110.0,184.0,234.0,320.0,396.0,607.0,758.0,1109.0,1618.0,2340.0,3215.0,4257.0,5384.0,6941.0,8975.0,11673.0,15601.0,19913.0,24411.0,28754.0,31441.0,33389.0,34705.0,35603.0,36576.0,37489.0,38713.0,40178.0,43143.0,47212.0,52612.0,59595.0,66723.0,74145.0,80102.0,86383.0,90305.0,93405.0,95431.0,96458.0,97733.0,98693.0,99630.0,100422.0,101339.0,102353.0,103615.0,104201.0,,,,,,,
Coreia do Sul,4.0,16.0,28.0,31.0,977.0,5186.0,7513.0,8320.0,9037.0,9786.0,10331.0,10564.0,10683.0,10761.0,10806.0,10962.0,11110.0,11265.0,11590.0,11902.0,12198.0,12535.0,12850.0,13244.0,13551.0,13879.0,14251.0,14456.0,14714.0,16058.0,18265.0,20449.0,21588.0,22504.0,23216.0,23812.0,24353.0,24889.0,25424.0,26146.0,26925.0,27799.0,29311.0,31735.0,35163.0,39432.0,45442.0,52550.0,59773.0,65818.0,70212.0,73518.0,76429.0,79311.0,81930.0,84946.0,87324.0
