País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Roménia,3.0,25.0,184.0,794.0,2245.0,4417.0,6879.0,9242.0,11616.0,13837.0,15778.0,17191.0,18429.0,19517.0,20749.0,22415.0,24505.0,26970.0,29620.0,33585.0,39133.0,47053.0,55241.0,63762.0,72208.0,80390.0,88593.0,97033.0,105298.0,114648.0,125414.0,139612.0,160461.0,186254.0,217216.0,258437.0,314295.0,373474.0,430605.0,479634.0,524675.0,565758.0,598792.0,623066.0,648288.0,676968.0,697898.0,715438.0,732732.0,749434.0,765970.0,779695.0,,,,,
Rússia,2.0,2.0,2.0,2.0,4.0,28.0,199.0,840.0,3548.0,10131.0,27938.0,62773.0,106498.0,177160.0,252245.0,317554.0,379051.0,440538.0,501800.0,560321.0,613148.0,660231.0,706240.0,751612.0,793720.0,832993.0,870187.0,905762.0,939833.0,972972.0,1006923.0,1042836.0,1081152.0,1123976.0,1179634.0,1253603.0,1346380.0,1453923.0,1570446.0,1699695.0,1843678.0,1998966.0,2169424.0,2354934.0,2546113.0,2736727.0,2934695.0,3127347.0,3297833.0,3459237.0,3616680.0,3752548.0,3874830.0,3983031.0,4079407.0,4117992.0,
Ruanda,17.0,54.0,89.0,118.0,143.0,176.0,249.0,273.0,287.0,321.0,355.0,420.0,510.0,661.0,858.0,1081.0,1252.0,1485.0,1729.0,2022.0,2128.0,2293.0,2780.0,3742.0,4304.0,4534.0,4671.0,4798.0,4847.0,4890.0,4965.0,5052.0,5134.0,5208.0,5362.0,5586.0,5872.0,6043.0,6428.0,7105.0,7743.0,8460.0,9368.0,10573.0,12443.0,14784.0,16186.0,17200.0,17929.0,18053.0,,,,,,,
São Cristóvão e Névis,8.0,11.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,22.0,25.0,28.0,30.0,32.0,33.0,34.0,35.0,37.0,39.0,40.0,41.0,41.0,,,,,,,,,
Santa Lúcia,2.0,3.0,13.0,15.0,15.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,22.0,22.0,23.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,32.0,48.0,78.0,110.0,156.0,203.0,246.0,262.0,274.0,280.0,305.0,353.0,395.0,576.0,755.0,1195.0,1556.0,2487.0,2620.0,3078.0,,,,,,,
São Vicente e Granadinas,1.0,1.0,3.0,12.0,12.0,14.0,16.0,17.0,17.0,18.0,26.0,26.0,27.0,29.0,29.0,29.0,29.0,35.0,52.0,54.0,56.0,57.0,58.0,60.0,61.0,64.0,64.0,64.0,64.0,64.0,65.0,73.0,74.0,76.0,78.0,84.0,85.0,87.0,94.0,100.0,108.0,121.0,149.0,450.0,690.0,896.0,1170.0,1370.0,1494.0,1503.0,,,,,,,
Samoa,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,16.0,62.0,119.0,208.0,236.0,279.0,372.0,488.0,563.0,608.0,643.0,656.0,667.0,674.0,691.0,696.0,698.0,698.0,698.0,699.0,699.0,699.0,699.0,699.0,704.0,710.0,735.0,735.0,723.0,723.0,732.0,732.0,741.0,774.0,852.0,994.0,1190.0,1358.0,1492.0,1687.0,1834.0,2025.0,2205.0,2384.0,2549.0,2723.0,2815.0,2941.0,3094.0,3213.0,3394.0,3472.0,,,,,
São Tomé e Príncipe,4.0,4.0,4.0,16.0,208.0,235.0,251.0,483.0,513.0,661.0,698.0,713.0,720.0,729.0,746.0,863.0,874.0,878.0,885.0,892.0,896.0,898.0,906.0,908.0,911.0,913.0,929.0,933.0,940.0,949.0,962.0,965.0,979.0,989.0,999.0,1009.0,1012.0,1014.0,1024.0,1066.0,1142.0,1188.0,1257.0,1351.0,1482.0,1610.0,,,,,,,,,,,
Arábia Saudita,11.0,103.0,511.0,1299.0,2402.0,4462.0,9362.0,17522.0,27011.0,39048.0,54752.0,72560.0,85261.0,101914.0,127541.0,157612.0,182493.0,209509.0,232259.0,250920.0,266941.0,278835.0,288690.0,298542.0,307479.0,314821.0,320688.0,325651.0,329754.0,333193.0,336387.0,339267.0,342202.0,344875.0,347656.0,350592.0,353255.0,355258.0,357128.0,358713.0,359888.0,361010.0,362220.0,363061.0,363809.0,364929.0,366371.0,368074.0,370278.0,372732.0,375006.0,,,,,,
Senegal,4.0,24.0,67.0,142.0,222.0,280.0,367.0,671.0,1182.0,1709.0,2480.0,3047.0,3645.0,4328.0,5090.0,5888.0,6586.0,7400.0,8135.0,8810.0,9681.0,10344.0,11175.0,12162.0,12949.0,13556.0,13987.0,14280.0,14714.0,14909.0,15094.0,15268.0,15418.0,15551.0,15630.0,15708.0,15793.0,15882.0,16075.0,16477.0,17075.0,17758.0,18609.0,19697.0,21245.0,23028.0,24727.0,26523.0,28760.0,31007.0,32927.0,,,,,,
Sérvia,19.0,103.0,384.0,1171.0,2867.0,5318.0,7276.0,9009.0,9848.0,10374.0,10919.0,11300.0,11571.0,12102.0,12616.0,13372.0,15195.0,17342.0,19717.0,22443.0,25213.0,27332.0,28998.0,30209.0,31099.0,31676.0,32136.0,32695.0,33163.0,33662.0,34344.0,35454.0,37536.0,43592.0,55676.0,73765.0,104097.0,148214.0,199158.0,249224.0,287730.0,316344.0,337923.0,353907.0,368072.0,379093.0,390637.0,402700.0,415943.0,429048.0,436640.0,,,,,,
Seychelles,7.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,81.0,100.0,108.0,108.0,114.0,126.0,127.0,132.0,136.0,136.0,138.0,141.0,143.0,145.0,148.0,149.0,153.0,153.0,158.0,160.0,163.0,173.0,184.0,187.0,202.0,205.0,256.0,451.0,656.0,972.0,1162.0,1289.0,1802.0,2305.0,2401.0,,,,,,,
Serra Leoa,6.0,10.0,43.0,93.0,178.0,338.0,519.0,735.0,865.0,1001.0,1176.0,1340.0,1450.0,1547.0,1642.0,1711.0,1783.0,1848.0,1917.0,1956.0,1997.0,2022.0,2055.0,2111.0,2168.0,2215.0,2269.0,2306.0,2331.0,2346.0,2366.0,2385.0,2391.0,2406.0,2412.0,2428.0,2445.0,2509.0,2560.0,2673.0,2846.0,3014.0,3173.0,3634.0,3789.0,3823.0,3855.0,,,,,,,,,,
Singapura,7.0,28.0,50.0,84.0,93.0,110.0,178.0,313.0,631.0,1000.0,1623.0,3699.0,10141.0,15641.0,20198.0,25346.0,29364.0,32876.0,36405.0,38965.0,41216.0,42623.0,44122.0,45298.0,46878.0,48744.0,51531.0,54254.0,55395.0,56031.0,56495.0,56860.0,57166.0,57514.0,57639.0,57765.0,57840.0,57889.0,57933.0,57987.0,58036.0,58091.0,58135.0,58190.0,58230.0,58291.0,58353.0,58482.0,58569.0,58780.0,58984.0,59197.0,59391.0,59602.0,59747.0,59821.0,59869.0
Eslováquia,16.0,123.0,226.0,426.0,701.0,977.0,1325.0,1396.0,1445.0,1477.0,1502.0,1520.0,1526.0,1541.0,1562.0,1630.0,1700.0,1851.0,1951.0,2089.0,2265.0,2480.0,2739.0,3102.0,3626.0,4163.0,5066.0,6021.0,7629.0,10938.0,15726.0,24225.0,35330.0,51728.0,68734.0,81772.0,91578.0,101257.0,111208.0,124921.0,142133.0,161562.0,179543.0,198184.0,217978.0,231242.0,243427.0,256903.0,271473.0,285419.0,292143.0,,,,,,
Eslovénia,57.0,275.0,528.0,841.0,1091.0,1248.0,1353.0,1418.0,1448.0,1463.0,1468.0,1471.0,1477.0,1488.0,1503.0,1541.0,1613.0,1763.0,1878.0,2006.0,2115.0,2208.0,2303.0,2493.0,2722.0,2979.0,3312.0,3954.0,4694.0,5690.0,7120.0,9938.0,15982.0,28215.0,39408.0,48939.0,58964.0,69306.0,79566.0,90075.0,100401.0,109934.0,119740.0,131724.0,143679.0,152851.0,161662.0,170101.0,175795.0,181606.0,184767.0,,,,,,
Ilhas Salomão,3.0,4.0,8.0,13.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somália,1.0,3.0,7.0,25.0,164.0,436.0,722.0,1054.0,1421.0,1594.0,1976.0,2334.0,2618.0,2779.0,2894.0,2997.0,3059.0,3119.0,3178.0,3220.0,3227.0,3256.0,3269.0,3310.0,3362.0,3389.0,3442.0,3588.0,3745.0,3864.0,3864.0,3941.0,3941.0,4229.0,4301.0,4445.0,4451.0,4525.0,4579.0,4662.0,4690.0,4714.0,4726.0,4744.0,4754.0,4784.0,4862.0,5183.0,6017.0,,,,,,,,
África do Sul,13.0,116.0,709.0,1380.0,1845.0,2506.0,3635.0,5350.0,7808.0,12074.0,18003.0,25937.0,37525.0,55421.0,80412.0,111796.0,159333.0,224665.0,311049.0,394948.0,471123.0,529877.0,568919.0,596060.0,615701.0,630595.0,642431.0,653444.0,665188.0,674339.0,685155.0,696414.0,708359.0,719714.0,730548.0,742394.0,757144.0,775502.0,796472.0,828598.0,883687.0,954258.0,1039161.0,1149591.0,1278303.0,1369426.0,1430648.0,1463016.0,1482412.0,1496439.0,1503796.0,,,,,,
Sudão do Sul,4.0,4.0,5.0,45.0,120.0,236.0,655.0,994.0,994.0,1693.0,1882.0,1942.0,2021.0,2021.0,2191.0,2258.0,2352.0,2463.0,2488.0,2497.0,2519.0,2544.0,2578.0,2642.0,2676.0,2715.0,2761.0,2817.0,2878.0,2905.0,2943.0,3003.0,3047.0,3104.0,3166.0,3206.0,3228.0,3455.0,3558.0,3589.0,3670.0,3788.0,3929.0,4355.0,5310.0,6417.0,6583.0,,,,,,,,,,
Espanha,1.0,2.0,2.0,32.0,400.0,5232.0,20410.0,65719.0,119199.0,158273.0,190839.0,213024.0,215216.0,222857.0,230183.0,234824.0,238564.0,240978.0,243209.0,245575.0,247905.0,250545.0,253908.0,260255.0,272421.0,288522.0,314362.0,342813.0,386054.0,439286.0,498989.0,566326.0,640040.0,716481.0,789932.0,861112.0,936560.0,1046132.0,1185678.0,1328832.0,1458591.0,1556730.0,1628208.0,1684647.0,1730575.0,1797236.0,1854951.0,1928265.0,2050360.0,2252164.0,2499560.0,2743119.0,2941990.0,3056035.0,3133122.0,3133122.0,
Sri Lanka,1.0,1.0,1.0,1.0,1.0,1.0,18.0,82.0,117.0,176.0,210.0,271.0,523.0,718.0,863.0,981.0,1141.0,1633.0,1835.0,1889.0,1950.0,2037.0,2076.0,2617.0,2724.0,2782.0,2823.0,2844.0,2893.0,2953.0,3012.0,3123.0,3234.0,3287.0,3360.0,3402.0,4752.0,5538.0,7872.0,11060.0,13929.0,17287.0,20171.0,23484.0,27877.0,32790.0,37261.0,41054.0,44774.0,48380.0,53062.0,58430.0,64157.0,69348.0,75654.0,79999.0,
Sudão,1.0,3.0,10.0,15.0,32.0,174.0,442.0,930.0,1964.0,3138.0,4346.0,5714.0,6730.0,8020.0,8982.0,9689.0,10204.0,10527.0,11302.0,11579.0,11894.0,12211.0,12682.0,13189.0,13189.0,13516.0,13555.0,13604.0,13657.0,13673.0,13700.0,13733.0,13804.0,14033.0,14498.0,15839.0,17404.0,19196.0,21147.0,22823.0,24341.0,25730.0,26279.0,28097.0,28522.0,29291.0,29634.0,29933.0,30128.0,30128.0,,,,,,,
Suriname,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,90.0,187.0,293.0,389.0,561.0,726.0,943.0,1305.0,1650.0,2203.0,2838.0,3460.0,3848.0,4252.0,4529.0,4691.0,4817.0,4899.0,5018.0,5113.0,5155.0,5201.0,5227.0,5268.0,5289.0,5311.0,5322.0,5339.0,5459.0,5880.0,6277.0,6854.0,7409.0,7945.0,8364.0,8619.0,8778.0,8854.0,8868.0,,,,,,,
Suécia,1.0,1.0,1.0,11.0,146.0,923.0,1733.0,3363.0,6475.0,10053.0,13743.0,18090.0,22133.0,26059.0,30103.0,33768.0,37964.0,43441.0,50367.0,57895.0,65212.0,69996.0,72459.0,74235.0,75681.0,77076.0,79099.0,81195.0,82954.0,83958.0,84985.0,86505.0,88237.0,90923.0,94283.0,98451.0,103200.0,110594.0,124355.0,146461.0,177355.0,208295.0,243129.0,278912.0,320098.0,367120.0,396048.0,437379.0,489471.0,523486.0,547166.0,566957.0,588062.0,608411.0,631166.0,631166.0,
Suíça,42.0,374.0,2200.0,8795.0,15922.0,21657.0,25688.0,27944.0,29164.0,29981.0,30344.0,30597.0,30746.0,30871.0,30972.0,31131.0,31310.0,31652.0,32315.0,32946.0,33634.0,34477.0,35616.0,36708.0,38252.0,40060.0,42177.0,44592.0,47436.0,50378.0,52646.0,55932.0,64436.0,83159.0,121093.0,176177.0,229222.0,269974.0,300352.0,327072.0,354306.0,384557.0,413991.0,438284.0,461961.0,484506.0,499931.0,513599.0,525095.0,535153.0,543207.0,547775.0,,,,,
Síria,5.0,16.0,25.0,38.0,42.0,44.0,47.0,51.0,70.0,122.0,125.0,170.0,198.0,256.0,338.0,394.0,496.0,627.0,780.0,1125.0,1593.0,2143.0,2628.0,3104.0,3506.0,3765.0,4038.0,4329.0,4673.0,5033.0,5359.0,5728.0,6147.0,6613.0,7154.0,7715.0,8320.0,9041.0,10050.0,10932.0,11616.0,12274.0,12942.0,13557.0,13998.0,14408.0,14820.0,15143.0,15179.0,,,,,,,,
Taiwan,8.0,11.0,18.0,22.0,31.0,42.0,47.0,77.0,215.0,322.0,376.0,393.0,425.0,429.0,438.0,440.0,440.0,441.0,443.0,443.0,445.0,446.0,447.0,449.0,451.0,451.0,467.0,476.0,480.0,486.0,487.0,488.0,495.0,499.0,509.0,513.0,521.0,530.0,543.0,550.0,567.0,580.0,605.0,618.0,679.0,718.0,742.0,770.0,795.0,817.0,838.0,868.0,890.0,915.0,933.0,937.0,942.0
Tajiquistão,379.0,801.0,2140.0,3424.0,4191.0,4763.0,5221.0,5630.0,6005.0,6364.0,6695.0,7015.0,7320.0,7625.0,7912.0,8166.0,8413.0,8654.0,8899.0,9171.0,9475.0,9769.0,10055.0,10336.0,10613.0,10900.0,11180.0,11456.0,11731.0,12008.0,12269.0,12551.0,12815.0,13071.0,13296.0,13305.0,13308.0,13308.0,13308.0,13308.0,13308.0,13308.0,13308.0,,,,,,,,,,,,,,
Tanzânia,12.0,14.0,22.0,32.0,170.0,299.0,480.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,,,,,,,,
Tailândia,14.0,25.0,33.0,35.0,37.0,43.0,53.0,177.0,827.0,1651.0,2258.0,2613.0,2811.0,2938.0,2988.0,3017.0,3033.0,3045.0,3083.0,3121.0,3135.0,3156.0,3171.0,3195.0,3227.0,3255.0,3297.0,3321.0,3351.0,3381.0,3402.0,3417.0,3446.0,3480.0,3514.0,3564.0,3615.0,3652.0,3709.0,3759.0,3804.0,3847.0,3880.0,3926.0,4026.0,4151.0,4261.0,5762.0,6690.0,9331.0,10991.0,12653.0,14646.0,21249.0,23746.0,24786.0,25504.0
Timor-Leste,1.0,1.0,2.0,18.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,41.0,44.0,49.0,52.0,64.0,70.0,80.0,101.0,103.0,103.0,,,,,,,,
Togo,1.0,1.0,23.0,39.0,73.0,81.0,88.0,116.0,135.0,238.0,354.0,422.0,465.0,524.0,547.0,588.0,667.0,704.0,749.0,828.0,908.0,1012.0,1104.0,1212.0,1326.0,1443.0,1537.0,1618.0,1707.0,1809.0,1907.0,1996.0,2139.0,2296.0,2442.0,2605.0,2771.0,2904.0,3039.0,3182.0,3330.0,3520.0,3633.0,3845.0,4165.0,4505.0,4922.0,5290.0,5687.0,6085.0,6319.0,,,,,,
Trinidad e Tobago,9.0,66.0,98.0,109.0,114.0,115.0,116.0,116.0,116.0,116.0,116.0,117.0,117.0,123.0,124.0,130.0,133.0,136.0,142.0,169.0,225.0,426.0,864.0,1554.0,2040.0,2825.0,3651.0,4277.0,4629.0,5021.0,5241.0,5487.0,5668.0,5798.0,5980.0,6261.0,6586.0,6735.0,6852.0,6955.0,7097.0,7158.0,7219.0,7343.0,7456.0,7533.0,7607.0,7637.0,7666.0,7680.0,,,,,,,
Tunísia,5.0,24.0,114.0,394.0,623.0,747.0,884.0,975.0,1022.0,1032.0,1044.0,1051.0,1086.0,1087.0,1125.0,1159.0,1174.0,1205.0,1306.0,1389.0,1468.0,1584.0,1738.0,2314.0,3069.0,3963.0,5417.0,7623.0,11260.0,17405.0,22230.0,32556.0,44450.0,52399.0,63126.0,72993.0,81723.0,90213.0,96769.0,105445.0,113241.0,123323.0,134802.0,147061.0,164936.0,184483.0,200662.0,211412.0,218564.0,224329.0,228362.0,,,,,,
Turquia,47.0,1872.0,13531.0,34109.0,65111.0,95591.0,114653.0,129491.0,141475.0,151615.0,158762.0,165555.0,172114.0,181298.0,190165.0,199906.0,207897.0,214993.0,221500.0,227982.0,234934.0,243180.0,251805.0,261194.0,271705.0,283270.0,294620.0,306302.0,317272.0,327557.0,338779.0,351413.0,366208.0,382118.0,399360.0,421413.0,460916.0,668957.0,893630.0,1898447.0,2062960.0,2178580.0,2270101.0,2346285.0,2399781.0,2442350.0,2492977.0,2548195.0,2602034.0,2638422.0,,,,,,,
Estados Unidos,5.0,11.0,13.0,14.0,16.0,74.0,782.0,6512.0,56755.0,192301.0,413507.0,627151.0,825429.0,1025361.0,1216208.0,1381238.0,1539130.0,1690750.0,1837651.0,1979639.0,2136391.0,2350156.0,2642081.0,3002036.0,3438038.0,3903780.0,4359003.0,4772945.0,5141430.0,5481755.0,5775618.0,6067260.0,6327884.0,6594554.0,6899723.0,7192498.0,7501009.0,7861469.0,8290408.0,8800136.0,9475561.0,10339769.0,11460242.0,12697001.0,13842652.0,15313819.0,16810792.0,18321157.0,19595354.0,21140217.0,22879069.0,24281531.0,25445778.0,26436155.0,27192663.0,27760660.0,28133699.0
Uganda,23.0,48.0,53.0,56.0,75.0,85.0,101.0,203.0,264.0,329.0,557.0,686.0,755.0,833.0,911.0,1006.0,1056.0,1089.0,1154.0,1254.0,1385.0,1848.0,2756.0,3353.0,4377.0,5594.0,7218.0,8491.0,9538.0,10334.0,11163.0,12410.0,13852.0,15402.0,17431.0,19588.0,21898.0,26369.0,30071.0,33360.0,35511.0,37296.0,38085.0,38935.0,39490.0,39789.0,39979.0,40168.0,40213.0,,,,,,,,
Ucrânia,1.0,7.0,73.0,548.0,1319.0,3102.0,5710.0,9009.0,12331.0,15648.0,18616.0,21245.0,24562.0,28077.0,32536.0,38056.0,44538.0,50053.0,55285.0,60767.0,67096.0,74781.0,83812.0,95007.0,109234.0,124132.0,141424.0,160679.0,182900.0,206579.0,236329.0,272671.0,312287.0,359348.0,414567.0,483153.0,561581.0,653442.0,752343.0,843898.0,925321.0,998678.0,1061074.0,1111631.0,1154850.0,1201894.0,1234772.0,1263833.0,1291025.0,1319060.0,1351190.0,,,,,,
Emirados Árabes Unidos,5.0,8.0,9.0,13.0,27.0,74.0,98.0,248.0,664.0,2359.0,4933.0,7755.0,11380.0,15192.0,19661.0,25063.0,31086.0,35788.0,39904.0,42982.0,45683.0,48667.0,52600.0,55573.0,57498.0,59546.0,61352.0,62966.0,64906.0,67621.0,70805.0,75098.0,80940.0,86447.0,93090.0,100794.0,108608.0,117594.0,127624.0,136149.0,144385.0,152809.0,161365.0,170149.0,178837.0,187267.0,195878.0,204369.0,216699.0,236225.0,260223.0,285147.0,309649.0,332603.0,355131.0,370425.0,
Reino Unido,9.0,17.0,22.0,44.0,295.0,1790.0,6533.0,20970.0,48718.0,82293.0,112808.0,146708.0,178771.0,204387.0,224813.0,242133.0,253854.0,263040.0,270108.0,276990.0,282512.0,285285.0,289154.0,294116.0,298731.0,303910.0,309796.0,316729.0,324203.0,332509.0,342708.0,360544.0,384087.0,418889.0,462775.0,564502.0,676455.0,813451.0,968456.0,1126469.0,1293715.0,1456940.0,1578429.0,1678418.0,1792611.0,1954268.0,2195144.0,2496231.0,2898052.0,3269757.0,3553773.0,3754448.0,3903706.0,4010376.0,4095187.0,4127574.0,
Uruguai,94.0,238.0,369.0,473.0,502.0,557.0,643.0,684.0,724.0,749.0,811.0,832.0,847.0,850.0,907.0,947.0,977.0,1026.0,1141.0,1243.0,1318.0,1409.0,1506.0,1551.0,1636.0,1759.0,1876.0,1959.0,2061.0,2226.0,2417.0,2701.0,3044.0,3309.0,3795.0,4377.0,5117.0,6455.0,8487.0,11436.0,15457.0,19119.0,23807.0,29989.0,34992.0,39887.0,43804.0,47254.0,50752.0,52815.0,,,,,,,
Uzbequistão,43.0,104.0,266.0,767.0,1490.0,1862.0,2118.0,2349.0,2738.0,3115.0,3546.0,4094.0,4966.0,6153.0,7682.0,9708.0,12513.0,16186.0,19952.0,24783.0,29652.0,34528.0,38532.0,41067.0,43293.0,46721.0,50992.0,54819.0,58238.0,60776.0,62809.0,64923.0,66932.0,68367.0,69987.0,71431.0,72718.0,73751.0,74811.0,75806.0,76666.0,77182.0,77530.0,77968.0,78317.0,78711.0,79045.0,79381.0,79632.0,79654.0,,,,,,,
Vanuatu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,42.0,107.0,153.0,171.0,204.0,318.0,335.0,388.0,459.0,944.0,1370.0,2145.0,2879.0,3591.0,4779.0,6537.0,8803.0,11191.0,14263.0,18574.0,24166.0,31381.0,38219.0,43879.0,50973.0,58663.0,65174.0,71273.0,76820.0,81696.0,85758.0,88718.0,91589.0,94305.0,96441.0,99017.0,101524.0,103877.0,106715.0,109395.0,111603.0,113884.0,115667.0,118856.0,122795.0,125776.0,129231.0,132259.0,135114.0,136068.0,,,,,,,
Vietnã,2.0,8.0,15.0,16.0,16.0,16.0,38.0,75.0,141.0,218.0,251.0,267.0,268.0,270.0,271.0,288.0,324.0,327.0,328.0,332.0,335.0,352.0,355.0,369.0,381.0,408.0,459.0,717.0,883.0,994.0,1034.0,1046.0,1059.0,1063.0,1069.0,1094.0,1099.0,1122.0,1144.0,1173.0,1203.0,1252.0,1300.0,1321.0,1358.0,1381.0,1405.0,1421.0,1456.0,1505.0,1521.0,1544.0,1553.0,1948.0,2091.0,2329.0,2383.0
Cisjordânia e Faixa de Gaza,30.0,41.0,59.0,134.0,263.0,291.0,335.0,344.0,374.0,375.0,398.0,434.0,457.0,485.0,555.0,1328.0,2758.0,5029.0,7064.0,9398.0,11284.0,13065.0,15184.0,17606.0,20155.0,23875.0,27919.0,33006.0,37083.0,39899.0,42840.0,45658.0,48628.0,51948.0,56090.0,60065.0,66186.0,76727.0,90192.0,102992.0,115606.0,127376.0,136736.0,144257.0,149769.0,153590.0,156996.0,160426.0,164736.0,170527.0,173635.0,,,,,,
Iémen,1.0,1.0,6.0,25.0,85.0,193.0,278.0,453.0,591.0,909.0,1076.0,1221.0,1356.0,1552.0,1654.0,1726.0,1768.0,1847.0,1899.0,1933.0,1979.0,2003.0,2022.0,2029.0,2039.0,2050.0,2053.0,2057.0,2062.0,2063.0,2068.0,2068.0,2074.0,2077.0,2081.0,2087.0,2092.0,2099.0,2104.0,2110.0,2115.0,2120.0,2122.0,2134.0,2154.0,2165.0,,,,,,,,,,,
Zâmbia,3.0,35.0,39.0,45.0,70.0,95.0,138.0,441.0,772.0,920.0,1089.0,1200.0,1405.0,1477.0,1594.0,1895.0,1895.0,3386.0,5002.0,6793.0,8275.0,9981.0,11285.0,12381.0,12952.0,13819.0,14389.0,14715.0,15170.0,15587.0,15982.0,16243.0,16661.0,16997.0,17243.0,17466.0,17665.0,17963.0,18428.0,18881.0,20177.0,22645.0,29757.0,39515.0,47622.0,56233.0,64610.0,70823.0,74503.0,,,,,,,,
Zimbábue,3.0,9.0,11.0,23.0,28.0,40.0,40.0,37.0,51.0,149.0,237.0,332.0,463.0,551.0,617.0,885.0,1362.0,2124.0,3092.0,4339.0,4990.0,5745.0,6292.0,6678.0,7453.0,7633.0,7752.0,7850.0,7951.0,8075.0,8242.0,8349.0,8444.0,8696.0,9046.0,9623.0,10424.0,11081.0,11866.0,12786.0,13867.0,18675.0,25368.0,30047.0,32646.0,34171.0,34864.0,35543.0,35796.0,,,,,,,,
