País Português,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Sérvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.1831,0.6982,1.0758,1.4879,1.9228,2.289,2.5179,2.6782,2.7354,2.804,2.8613,2.9299,3.0101,3.1703,3.7769,4.784,5.6195,6.3062,6.9243,7.4622,7.7941,8.0688,8.1832,8.3206,8.4121,8.5037,8.5724,8.6639,8.7784,8.9272,9.1332,9.6597,10.4723,12.0631,14.581,18.9073,23.5998,27.8459,31.8402,35.6972,38.9705,41.6487,43.3883,44.9105,46.4213,47.5429,48.7675,49.9693,51.2168,52.636,54.6846,57.2483,60.3156,63.3715,66.4731,69.3344,71.9438,73.8895,75.4689,76.7966,77.6893
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0168,1.0168,2.0336,3.0504,5.084,7.1177,10.1681,11.1849,11.1849,15.2521,16.2689,16.2689,20.3362,24.4034,25.4202,25.4202,26.437,28.4706,28.4706,35.5883,38.6387
Serra Leoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501,0.1379,0.2382,0.4137,0.5516,0.5767,0.6268,0.6393,0.6895,0.7522,0.7898,0.8023,0.8274,0.8274,0.8399,0.865,0.865,0.865,0.8901,0.9026,0.9026,0.9026,0.9026,0.9026,0.9026,0.9151,0.9277,0.9277,0.9277,0.9277,0.9277,0.9277,0.9277,0.9402,0.9402,0.9527,0.9527,0.9653,0.9653,0.9653,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903,0.9903
Singapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342,0.0513,0.1026,0.1709,0.188,0.2393,0.3077,0.359,0.376,0.3931,0.4102,0.4273,0.4444,0.4444,0.4444,0.4444,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4615,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4786,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5299,0.5299,0.5299,0.547
Eslováquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0,0.0366,0.0366,0.2564,0.3663,0.4579,0.4945,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5312,0.5678,0.5678,0.6044,0.6044,0.6777,0.696,0.7326,0.8242,1.0074,1.1173,1.795,3.2237,4.3043,7.1433,10.2021,12.9862,15.8985,19.1588,22.9136,29.6356,36.3211,47.6771,56.8169,66.6161,78.0271,87.6248,98.5779,111.0512,122.1875,135.3202,147.2075,158.7833,168.3261,176.2753,184.8839,196.2766,205.9476,211.9553,217.1388,221.205,224.3371,225.2162
Eslovénia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.1924,0.7215,1.7317,2.6937,3.7038,4.1367,4.7139,4.9064,5.0026,5.195,5.2431,5.2431,5.2431,5.2431,5.3393,5.3393,5.3393,5.4836,5.6279,5.9165,6.2051,6.2051,6.3975,6.3975,6.4937,6.4937,6.8304,7.1671,7.6481,8.3216,9.2355,12.6988,19.8178,29.1014,42.1369,55.6053,71.6712,89.565,103.3701,116.3094,126.555,137.9551,146.8538,155.4159,163.8336,170.3273,175.7628,179.5628,182.4008,185.816,187.7882,189.5679,191.6844,194.33,196.687,198.6591,200.6794,203.0364,205.5376,206.9326,208.4237,209.482
Ilhas Salomão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somália,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0503,0.1762,0.2391,0.3272,0.3712,0.4216,0.4971,0.5348,0.5537,0.5663,0.5663,0.5789,0.5852,0.5852,0.5852,0.5852,0.5852,0.5852,0.5977,0.6166,0.6166,0.6166,0.6166,0.6229,0.6229,0.6229,0.6355,0.6544,0.6732,0.6732,0.6795,0.711,0.711,0.7613,0.7613,0.7991,0.7991,0.818,0.818,0.818,0.818,0.818,0.8431,1.0256,1.3087,1.5667,2.0071,2.4224,2.8503,3.2781,3.6242,3.8885,4.266,4.4862,4.5365,4.7379,4.7945,4.826
África do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0219,0.0455,0.0978,0.1568,0.2495,0.3473,0.5261,0.8835,1.273,1.9592,2.7399,3.5442,4.48,5.9047,7.3278,9.051,12.236,14.9793,18.1272,20.6783,22.4385,24.0488,25.4364,26.3722,27.1765,28.1021,28.8373,30.3969,31.4558,32.1251,32.9446,33.6393,34.4503,35.5479,36.4938,37.8225,39.8947,42.5671,46.4822,51.4663,57.8903,64.5572,70.4737,75.7832,79.0255,81.4602,83.3149,84.7616,85.8323,86.935,88.1001,89.0055,89.4169,90.0762,90.8585,91.4487,91.9106,92.5598,93.3084,94.2088
Sudão do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0715,0.0893,0.1697,0.268,0.3216,0.3395,0.3395,0.3663,0.402,0.4109,0.4199,0.4199,0.4199,0.4199,0.4199,0.4377,0.4377,0.4377,0.4377,0.4467,0.4913,0.4913,0.5003,0.5271,0.5271,0.5271,0.536,0.5449,0.5539,0.5539,0.5539,0.5628,0.5628,0.5628,0.5717,0.5717,0.5717,0.6164,0.7058,0.7772,0.8487,0.9112,0.947,0.947,0.9648,1.0095,1.0184,1.0184,1.0184,1.0274,1.0274,1.0274,1.0274
Espanha,0.0,0.0,0.0,0.0,0.0,0.0021,0.0749,1.14,6.0058,18.103,30.0397,38.6185,45.5183,50.9509,54.7816,57.577,59.4121,61.4953,58.0197,58.039,58.039,60.582,60.6462,60.7253,60.7617,60.7938,60.8195,60.9521,61.1296,61.3199,61.8632,62.3508,63.2962,64.1731,66.0981,67.1824,69.4817,71.0173,73.169,75.496,78.0562,84.1518,89.1631,93.3979,97.3398,99.7673,103.521,105.9143,107.8863,109.9995,112.6794,115.8662,121.4721,127.9121,134.8761,141.1171,145.6086,149.2917,153.4111,155.2034,157.7251,161.0638,162.3599,163.887,164.9072,166.5177,167.6813,169.1806,170.0404,170.4874
Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.028,0.0327,0.0327,0.0327,0.042,0.042,0.042,0.0467,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.056,0.056,0.056,0.0607,0.0607,0.0607,0.0607,0.0607,0.0607,0.0887,0.1074,0.1915,0.3082,0.439,0.5697,0.6631,0.7192,0.8546,0.9107,1.0134,1.1395,1.2749,1.345,1.5411,1.7279,1.91,2.1155,2.2556,2.3864,2.4844,2.5778,2.6432,2.7366,2.8113,2.8954,3.0215,3.311,3.9695,4.7401,5.8048
Sudão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0023,0.0046,0.0046,0.0114,0.0274,0.057,0.1026,0.1824,0.2531,0.3877,0.7001,0.8871,1.0878,1.2497,1.3045,1.4185,1.5029,1.5804,1.6534,1.7401,1.7925,1.8358,1.8678,1.8769,1.8997,1.9065,1.9065,1.9065,1.9065,1.9065,1.9065,1.9088,1.9088,2.5451,2.6796,2.7412,2.8621,2.967,3.1289,3.3478,3.3478,3.3478,3.3478,3.6557,3.9909,4.1711,4.1848,4.2486,4.2783,4.3216,4.3672,4.4676,4.5679,4.6546,4.7048,5.0035,5.2156,5.357,5.3935,5.5782,5.5782,5.9294
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.1705,0.1705,0.1705,0.1705,0.1705,0.1705,0.1705,0.1705,0.3409,1.0228,1.5342,2.216,2.557,3.0684,3.5798,4.0912,4.6025,6.6481,9.2051,10.3983,12.2735,15.5123,16.1941,17.0465,17.7283,18.0692,18.2397,18.5806,18.9216,18.9216,19.2625,19.7739,19.9444,19.9444,19.9444,19.9444,20.1148,20.4558,21.3081,23.5241,24.8878,25.5697,26.5925,27.7857,28.4676,28.979,29.4904,29.8313,30.0018,30.1722,30.1722,30.3427,31.3655,32.0473,34.2634,36.1385,37.5022,40.5706,43.6389
Suécia,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.1386,1.0199,3.8122,5.9905,10.2285,17.4765,23.3185,28.2595,32.8044,37.0621,40.8446,44.2408,46.7064,48.9045,51.1027,52.8058,53.9346,54.905,55.9051,56.4596,56.9051,57.1329,57.3309,57.5685,57.6379,57.8062,57.8854,58.0735,58.2221,58.3706,58.3607,58.5983,58.7468,58.7964,59.6281,61.0341,63.4304,66.1533,69.9754,74.4015,79.1444,81.9763,88.7688,93.4028,102.2154,111.3645,116.9887,120.682,123.6427,125.8804,127.5538,129.1381,130.4253,131.8413,132.98,133.9999,135.2574,136.8911,138.3071,139.525,140.7726,141.6044,142.248
Suíça,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.312,1.4097,5.0031,9.4863,13.565,17.0776,19.6311,20.7404,21.5723,21.8496,22.1269,22.1847,22.3464,22.5775,22.6006,22.6815,22.7162,22.7393,22.7855,22.8548,22.8895,22.9935,23.0166,23.1321,23.2361,23.317,23.4326,23.733,23.9063,24.045,24.2992,24.7844,24.8076,28.5512,34.8138,42.3358,49.7769,57.0793,64.6244,72.4006,80.0035,86.578,92.6441,97.8668,102.3615,106.3478,109.6408,111.9286,113.4307,114.7364,115.603,116.2962,117.2437,118.3992,119.2658,120.2017,120.9989,121.6922,122.4086,123.2521,123.876,124.2342,124.5462
Síria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0114,0.0114,0.0171,0.0171,0.0171,0.0171,0.0171,0.0229,0.0343,0.0343,0.0343,0.04,0.0514,0.08,0.12,0.1771,0.2286,0.2628,0.3028,0.4171,0.5428,0.6628,0.8,0.9143,1.0171,1.1257,1.1942,1.32,1.4514,1.5714,1.7028,1.8571,2.0228,2.1999,2.4113,2.617,3.1027,3.5999,3.977,4.2341,4.5141,4.857,5.1141,5.3084,5.4912,5.6226,5.7369,5.9369,6.1369,6.3426,6.7597,7.1654,7.6111,7.954,8.3883,8.9082,9.2397,9.5425,9.7711,9.9425
Taiwan,0.0,0.0,0.0,0.0042,0.0042,0.0042,0.0042,0.0042,0.0084,0.021,0.021,0.0252,0.0252,0.0252,0.0252,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0336,0.0378,0.0378,0.0378,0.0378,0.042,0.042,0.042,0.042,0.042,0.0462,0.0462,0.0504,0.0504,0.0504,0.0588,0.1218
Tajiquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0524,0.2202,0.4299,0.4928,0.4928,0.5033,0.5242,0.5452,0.5452,0.5557,0.5871,0.5976,0.6291,0.6396,0.6605,0.6815,0.7025,0.713,0.7339,0.7654,0.7654,0.7864,0.8178,0.8283,0.8388,0.8493,0.8702,0.8807,0.8912,0.9017,0.9017,0.9227,0.9331,0.9331,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436,0.9436
Tanzânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017,0.005,0.0167,0.0167,0.0268,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352,0.0352
Tailândia,0.0,0.0,0.0,0.0,0.0,0.0014,0.0014,0.0014,0.0057,0.0143,0.0387,0.0587,0.0688,0.0774,0.0774,0.0802,0.0802,0.0817,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0831,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0874,0.0946,0.096,0.1017,0.1074,0.1132,0.1132,0.1175,0.1189,0.1203,0.1218,0.1261,0.1318,0.1347,0.1361,0.139,0.1547,0.2335,0.4341,0.6476,0.9298,1.1547
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,0.1517,0.1517,0.2275,0.3034,0.3792,0.7585,0.986
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0362,0.0362,0.0725,0.0725,0.1087,0.1329,0.1449,0.157,0.157,0.157,0.157,0.157,0.1691,0.1812,0.1812,0.1812,0.2174,0.2295,0.3141,0.3261,0.3261,0.3382,0.4107,0.4832,0.4952,0.5798,0.5919,0.604,0.616,0.6523,0.6885,0.6885,0.7489,0.7731,0.7731,0.7851,0.7972,0.7972,0.8214,0.8335,0.8818,0.8939,0.918,0.9543,0.9663,0.9784,0.9784,1.0267,1.1113,1.1717,1.2683,1.3166,1.3649,1.4012,1.4616,1.4737,1.4857,1.5099,1.5099,1.5099
Trinidad e Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2144,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.5716,0.8575,1.0718,1.9293,2.7867,4.0015,4.6446,5.2876,5.9307,6.6453,7.0026,7.5742,7.86,7.9315,8.0744,8.2173,8.5746,8.7175,8.7889,8.9318,8.9318,9.0747,9.1462,9.432,9.5749,9.5749,9.7178,9.8607,9.9322,9.9322,10.0037,10.0037,10.0751,10.1466,10.3609,10.4324,11.2184,11.5042,13.2191,16.0059,22.6511,27.8673
Tunísia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338,0.0846,0.1946,0.2877,0.3215,0.3384,0.3638,0.3808,0.3977,0.4061,0.4061,0.4146,0.4146,0.4231,0.4231,0.4231,0.4231,0.4231,0.4231,0.4315,0.44,0.4823,0.6007,0.6769,0.8123,1.0407,1.3876,2.0815,2.7161,4.0445,6.0159,8.3174,12.548,16.9732,20.6877,24.8337,27.5836,31.0358,33.4726,35.8502,38.6678,41.7477,45.2083,49.4474,53.898,58.3232,62.0377,64.4492,66.3614,68.0875,69.9574,71.3197,72.8512,74.3572,76.481,79.5017,83.9184,88.369,93.2089,97.7779,101.2893,103.8446
Turquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0522,0.2537,0.8596,1.6635,2.6785,3.5476,4.1736,4.6171,4.9787,5.2135,5.4364,5.6071,5.7411,5.9296,6.0838,6.2367,6.4051,6.5521,6.6932,6.8355,6.9636,7.1331,7.3074,7.6086,8.0414,8.5204,9.0575,9.6397,10.1412,10.6202,11.1988,11.7976,12.4272,13.1125,13.8773,15.0251,16.5238,18.1577,20.0156,22.0562,24.1739,25.9417,27.4511,28.8455,30.0501,31.109,32.0113,32.7867,33.4519,34.0364,34.5747,35.1237,35.9454,37.2129,38.7329,40.853,43.4117,46.3095,49.2382,51.683,53.5766,55.0706
Estados Unidos,0.0,0.0,0.0,0.0,0.0,0.0021,0.0085,0.0405,0.3118,1.6223,5.1722,9.7045,14.4032,18.6165,22.5639,25.9152,28.904,30.9889,33.1106,34.7526,36.2103,37.4453,38.5517,39.8405,41.422,43.1891,45.3999,47.5978,49.7658,51.9528,53.9757,55.8443,57.3711,59.1893,60.7509,62.3134,63.8004,65.3723,67.014,68.8028,70.8139,73.0375,75.6097,79.1776,82.6477,87.6014,93.1775,99.1666,104.2137,109.9922,117.2199,123.7102,130.8669,137.4445,143.5176,148.2049,152.5009,156.6622,159.9749,162.4606,164.5244,166.6361,168.3077,170.372,171.9164,173.3575,174.8693,176.159,177.4306,178.4061
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0109,0.0197,0.0328,0.0547,0.07,0.1006,0.1268,0.1399,0.164,0.1836,0.2077,0.2121,0.2252,0.2514,0.2908,0.3279,0.4066,0.4482,0.4525,0.4919,0.5203,0.5466,0.634,0.6624,0.6668,0.6952,0.7105,0.7149,0.7236,0.728,0.7302,0.7302,0.7302,0.7302,0.7324,0.7324,0.7368,0.7455,0.7455,0.7477,0.7564,0.763,0.7805
Ucrânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0069,0.0389,0.1029,0.2241,0.3681,0.5465,0.7226,0.9718,1.253,1.4725,1.6761,1.8704,2.1082,2.3895,2.6821,2.9702,3.2675,3.5144,3.7728,4.0884,4.5251,4.9207,5.4009,6.0685,6.8323,7.6051,8.4969,9.4984,10.5731,12.0136,13.6005,15.48,17.7186,20.6202,23.2498,26.5676,29.6384,32.9562,36.6719,40.0949,42.9897,45.5689,47.8235,50.389,52.9294,55.1062,57.2144,59.1351,61.0284,63.2235,65.6198,69.1434,73.2112,77.8415,83.8986,90.2666,96.3306,102.3534,106.9677,110.9989,115.2999,117.5865
Emirados Árabes Unidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202,0.0607,0.1213,0.2831,0.4651,0.8999,1.4762,2.0525,2.2952,2.558,2.7198,2.8614,2.9625,3.0838,3.1849,3.2961,3.3871,3.4478,3.5085,3.5489,3.6197,3.7006,3.8118,3.8826,3.9533,4.0544,4.0949,4.2061,4.3982,4.5296,4.7521,4.8734,5.0857,5.2374,5.4396,5.6519,5.8238,6.026,6.2889,6.4911,6.6934,6.9259,7.2495,7.6438,8.1392,8.756,9.5749,10.5254,11.5769,12.6688,13.599,14.2158,14.6708,15.0853,15.328,15.5403,15.7628,15.9549,16.1571,16.3492,16.5514,16.7233
Reino Unido,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.1223,0.7557,3.6193,11.1319,20.8217,29.9237,37.3376,43.1459,47.5356,50.8897,53.4337,55.7744,57.3697,58.3331,59.0254,59.6279,60.0742,60.3718,60.5648,60.7194,60.8535,60.9757,61.0818,61.1834,61.2674,61.3897,61.5046,61.7417,62.1071,62.6565,63.5006,64.8985,66.9578,69.7345,73.4481,77.8349,82.3955,87.1284,91.5211,95.7576,100.7704,105.5814,112.5828,122.7676,134.9954,147.8346,159.4217,168.0258,174.4409,179.0295,181.9668,184.1793,185.4977,186.3757,186.9487,187.2639,187.6219,187.8988,188.1168,188.2612,188.3893,188.4821,188.5307
Uruguai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.2015,0.2303,0.3454,0.4318,0.4894,0.547,0.5757,0.6333,0.6621,0.6621,0.6909,0.7197,0.7773,0.8348,0.8924,0.95,1.0076,1.0651,1.0651,1.1515,1.2379,1.2666,1.2954,1.2954,1.3242,1.3818,1.4106,1.4682,1.4969,1.5545,1.756,1.7848,1.9575,2.0727,2.2454,2.4757,2.8212,3.4545,4.8363,6.2469,7.7438,9.4999,11.5438,13.0407,14.5665,15.718,16.927,17.7619,19.1725,20.8709,23.8073,27.4345,34.2859,45.9161,58.2083,70.5869,82.361,92.3503,103.0017,112.9046
Uzbequistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.012,0.0179,0.0239,0.0299,0.0299,0.0388,0.0418,0.0448,0.0538,0.0568,0.0568,0.0777,0.1225,0.2002,0.2838,0.3705,0.493,0.6095,0.7231,0.8485,0.9651,1.0696,1.2011,1.3206,1.3923,1.461,1.5268,1.5955,1.6612,1.715,1.7568,1.7897,1.8046,1.8256,1.8256,1.8285,1.8285,1.8315,1.8345,1.8435,1.8524,1.8554,1.8554,1.8554,1.8584,1.8584,1.8584,1.8584,1.8584,1.8614,1.8764,1.8883,1.8943,1.9092,1.9301,1.957,1.9839,2.0078,2.0317
Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.3256,0.3256,0.3256,0.3256
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0246,0.0317,0.0352,0.0352,0.0563,0.0352,0.0352,0.0387,0.0633,0.0809,0.095,0.1231,0.1794,0.2497,0.3376,0.422,0.531,0.6576,0.837,1.0445,1.2062,1.375,1.5614,1.7654,1.9834,2.1839,2.3386,2.4968,2.627,2.743,2.8485,2.9329,3.0173,3.0806,3.1685,3.2635,3.3936,3.5061,3.5905,3.6644,3.791,3.9246,4.0758,4.227,4.3853,4.5435,4.6596,4.7581,4.9198,5.1027,5.3137,5.588,5.9537,6.3828,6.8364,7.3217,7.7648,8.1587,8.5385,8.8902
Vietnã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0164,0.0267,0.0277,0.0349,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.038,0.0452
Cisjordânia e Faixa de Gaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.0223,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0668,0.0668,0.0668,0.0668,0.0668,0.1781,0.4006,0.9793,1.4244,1.7582,1.914,2.3147,2.515,2.9601,3.5387,4.2287,5.0967,5.9869,6.8104,7.7674,8.7022,9.3699,10.1934,11.1504,11.8626,12.9086,14.6001,16.6254,19.2962,22.7681,26.663,30.0682,33.4957,36.2777,38.7481,40.128,41.1518,42.2201,43.2216,44.379,45.9147,48.2961,51.501,55.151,58.1778,60.8709,64.5654,68.5048,71.2423,73.3566,75.5155,76.4947,77.2292
Iémen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0335,0.0939,0.1643,0.2917,0.4258,0.7175,0.8751,1.0461,1.1668,1.4383,1.5289,1.6227,1.6965,1.7535,1.8004,1.8675,1.9111,1.9312,1.9547,1.9647,1.9681,1.9882,1.9983,2.0016,2.0083,2.015,2.015,2.0217,2.0251,2.0284,2.0318,2.0318,2.0318,2.0452,2.0452,2.0519,2.0519,2.062,2.062,2.062,2.072,2.0787,2.1458,2.1927,2.3704,2.6319,2.9572,3.2723,3.5975,3.8155,4.0468,4.1575,4.2782,4.3486,4.3921
Zâmbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0109,0.0163,0.0163,0.0163,0.0381,0.0381,0.0381,0.0381,0.0544,0.0598,0.0979,0.1305,0.2285,0.2285,0.6963,0.7724,0.941,1.3109,1.436,1.5339,1.5775,1.6155,1.7624,1.8005,1.8059,1.8222,1.8766,1.8821,1.893,1.8984,1.9038,1.9202,1.9419,1.9419,1.98,2.0017,2.0616,2.0942,2.2411,2.6926,3.144,3.6554,4.319,4.7922,5.2981,5.6571,6.0052,6.1847,6.3479,6.4458,6.5383,6.658,6.6852,6.7233,6.794,6.8212,6.8429,6.8701,6.9136
Zimbábue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0067,0.0135,0.0202,0.0202,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0404,0.0471,0.0606,0.1346,0.1749,0.2691,0.545,0.6997,0.9487,1.1169,1.3658,1.4667,1.5071,1.5206,1.534,1.5407,1.5475,1.5677,1.6282,1.6551,1.7157,1.7493,1.8435,1.8637,2.0386,2.0857,2.1934,2.4154,2.8124,3.7072,5.5507,7.4212,8.4371,9.1032,9.5136,9.7424,9.9038,10.0182,10.1393,10.1999,10.2268,10.3008,10.3815,10.4555,10.5296,10.5901,10.6238,10.6507,10.6708
